年月日時,県,市,気温(℃),相対湿度(％),風速(m/s),風向,風向(°),降水量(mm),降水なし,雲量(10分比),日射量(MJ/㎡),現地気圧(hPa),日照時間(時間),日照現象なし,蒸気圧(hPa)
2024/1/8 1:00,愛知,名古屋,1.5,93,2.5,北西,135,0,0,,0,1009.5,0,1,6.3
2024/1/8 2:00,愛知,名古屋,1.9,88,2.6,北,90,0,0,,0,1009.8,0,1,6.2
2024/1/8 3:00,愛知,名古屋,1.3,94,2.7,西北西,157.5,0,0,9,0,1009.8,0,1,6.3
2024/1/8 4:00,愛知,名古屋,1.4,91,3.4,西北西,157.5,0,0,,0,1010.2,0,1,6.2
2024/1/8 5:00,愛知,名古屋,1.4,92,2.4,北,90,0,1,,0,1011.1,0,1,6.2
2024/1/8 6:00,愛知,名古屋,0.9,95,1.4,北東,45,0,1,3,0,1012.6,0,1,6.2
2024/1/8 7:00,愛知,名古屋,0.3,96,1.2,北東,45,0,1,,0,1013.6,0,1,6
2024/1/8 8:00,愛知,名古屋,1.2,93,2.2,北北西,112.5,0,1,,0.22,1014.6,0.8,0,6.2
2024/1/8 9:00,愛知,名古屋,2.7,86,2.8,北北西,112.5,0,1,1,0.85,1015.3,1,0,6.4
2024/1/8 10:00,愛知,名古屋,5,66,4.9,北北西,112.5,0,1,,1.43,1015.7,1,0,5.8
2024/1/8 11:00,愛知,名古屋,5.7,48,7.1,北北西,112.5,0,1,,1.89,1015.4,1,0,4.4
2024/1/8 12:00,愛知,名古屋,6.4,42,7.1,北北西,112.5,0,1,2,2.13,1015.5,1,0,4
2024/1/8 13:00,愛知,名古屋,7,42,6.8,北北西,112.5,0,1,,1.91,1015.2,0.9,0,4.2
2024/1/8 14:00,愛知,名古屋,6.2,40,6.5,北北西,112.5,0,1,,1.69,1015.2,0.9,0,3.8
2024/1/8 15:00,愛知,名古屋,5.8,43,6.2,北北西,112.5,0,1,2,0.83,1015.4,0.5,0,4
2024/1/8 16:00,愛知,名古屋,5.6,42,5.5,北北西,112.5,0,1,,0.82,1015.8,1,0,3.8
2024/1/8 17:00,愛知,名古屋,4.7,48,5.5,北西,135,0,1,,0.1,1016.2,0.2,0,4.1
2024/1/8 18:00,愛知,名古屋,4.1,51,3.8,北北西,112.5,0,1,1,0,1016.5,0,1,4.2
2024/1/8 19:00,愛知,名古屋,3.7,51,4,北北西,112.5,0,1,,0,1016.9,0,1,4.1
2024/1/8 20:00,愛知,名古屋,3.1,54,4,北北西,112.5,0,1,,0,1016.6,0,1,4.1
2024/1/8 21:00,愛知,名古屋,2.5,58,1.7,北北西,112.5,0,1,1,0,1016.9,0,1,4.2
2024/1/8 22:00,愛知,名古屋,1.7,62,0.9,北,90,0,1,,0,1016.7,0,1,4.3
2024/1/8 23:00,愛知,名古屋,1.4,66,1.6,北北西,112.5,0,1,,0,1017.1,0,1,4.5
2024/1/9 0:00,愛知,名古屋,1.3,68,2,北北東,67.5,0,1,,0,1017,0,1,4.6
2024/1/9 1:00,愛知,名古屋,0.6,73,1.5,北東,45,0,1,,0,1016.6,0,1,4.7
2024/1/9 2:00,愛知,名古屋,0.3,75,1.3,北,90,0,1,,0,1016.9,0,1,4.7
2024/1/9 3:00,愛知,名古屋,-0.3,80,1.2,北北西,112.5,0,1,0+,0,1016.4,0,1,4.8
2024/1/9 4:00,愛知,名古屋,-0.5,80,0.8,北,90,0,1,,0,1015.9,0,1,4.7
2024/1/9 5:00,愛知,名古屋,-0.7,78,1.5,北,90,0,1,,0,1015.9,0,1,4.5
2024/1/9 6:00,愛知,名古屋,-1.2,81,1,北,90,0,1,0+,0,1015.8,0,1,4.5
2024/1/9 7:00,愛知,名古屋,-1.3,81,2,北北西,112.5,0,1,,0,1016.3,0,1,4.5
2024/1/9 8:00,愛知,名古屋,-0.4,76,1.3,北北西,112.5,0,1,,0.22,1016.4,0.8,0,4.5
2024/1/9 9:00,愛知,名古屋,1.2,70,2,北,90,0,1,0+,0.82,1016.5,1,0,4.7
2024/1/9 10:00,愛知,名古屋,3.1,61,1.4,北北西,112.5,0,1,,1.4,1016.4,1,0,4.7
2024/1/9 11:00,愛知,名古屋,5.2,54,1.9,北,90,0,1,,1.81,1015.5,1,0,4.8
2024/1/9 12:00,愛知,名古屋,6.5,50,1.8,北北西,112.5,0,1,0+,2.03,1014.1,1,0,4.8
2024/1/9 13:00,愛知,名古屋,8.4,46,3,北西,135,0,1,,2.03,1013.3,1,0,5.1
2024/1/9 14:00,愛知,名古屋,8.8,47,2.3,北北西,112.5,0,1,,1.89,1012.8,1,0,5.3
2024/1/9 15:00,愛知,名古屋,7.9,50,2.6,北北西,112.5,0,1,0+,1.36,1012.4,1,0,5.3
2024/1/9 16:00,愛知,名古屋,7.3,53,2.6,北,90,0,1,,0.74,1012.2,1,0,5.4
2024/1/9 17:00,愛知,名古屋,7,56,2.2,北,90,0,1,,0.16,1012.1,0.5,0,5.6
2024/1/9 18:00,愛知,名古屋,6.8,60,1.7,北,90,0,1,10-,0,1012.7,0,1,5.9
2024/1/9 19:00,愛知,名古屋,5.9,63,1.6,北,90,0,1,,0,1012.6,0,1,5.9
2024/1/9 20:00,愛知,名古屋,4.9,70,0.3,北北西,112.5,0,1,,0,1012.5,0,1,6.1
2024/1/9 21:00,愛知,名古屋,4.9,71,1.5,北北西,112.5,0,1,7,0,1012.5,0,1,6.2
2024/1/9 22:00,愛知,名古屋,4.9,72,2.2,北,90,0,1,,0,1012,0,1,6.2
2024/1/9 23:00,愛知,名古屋,4.7,72,1.8,東北東,22.5,0,1,,0,1011.6,0,1,6.2
2024/1/10 0:00,愛知,名古屋,3.5,76,0.6,北北東,67.5,0,1,,0,1011,0,1,6
2024/1/10 1:00,愛知,名古屋,3,79,2,北北西,112.5,0,1,,0,1010.6,0,1,6
2024/1/10 2:00,愛知,名古屋,3.4,77,2.9,北北西,112.5,0,1,,0,1010,0,1,6
2024/1/10 3:00,愛知,名古屋,2.7,79,1.4,西北西,157.5,0,1,0+,0,1009.4,0,1,5.9
2024/1/10 4:00,愛知,名古屋,2.3,82,2.1,北西,135,0,1,,0,1008.8,0,1,5.9
2024/1/10 5:00,愛知,名古屋,2.2,84,2.2,北,90,0,1,,0,1008.6,0,1,6
2024/1/10 6:00,愛知,名古屋,1.5,89,1.8,北北西,112.5,0,1,0+,0,1008.3,0,1,6.1
2024/1/10 7:00,愛知,名古屋,1.4,89,1.8,北,90,0,1,,0,1008.3,0,1,6
2024/1/10 8:00,愛知,名古屋,2.2,83,1.6,北北西,112.5,0,1,,0.18,1007.9,0.6,0,5.9
2024/1/10 9:00,愛知,名古屋,4.4,75,1.7,北西,135,0,1,9,0.76,1008.2,0.8,0,6.3
2024/1/10 10:00,愛知,名古屋,5.2,73,1.2,西北西,157.5,0,1,,0.63,1008,0.1,0,6.5
2024/1/10 11:00,愛知,名古屋,5.2,73,3.4,北北西,112.5,0,1,,0.27,1007.7,0,0,6.5
2024/1/10 12:00,愛知,名古屋,6.1,70,1.7,北北東,67.5,0,0,10-,0.28,1006.3,0,0,6.6
2024/1/10 13:00,愛知,名古屋,7.7,67,2.5,北,90,0,1,,0.57,1006,0,0,7
2024/1/10 14:00,愛知,名古屋,9,60,2.8,北,90,0,1,,0.89,1005.6,0,0,6.9
2024/1/10 15:00,愛知,名古屋,9.5,58,3.6,北,90,0,1,10-,0.72,1005.3,0,0,6.9
2024/1/10 16:00,愛知,名古屋,9,62,4.7,北北西,112.5,0,1,,0.36,1005.2,0,0,7.1
2024/1/10 17:00,愛知,名古屋,8.4,64,4.5,北北西,112.5,0,1,,0.09,1005.2,0,0,7.1
2024/1/10 18:00,愛知,名古屋,7.8,58,5.3,北北西,112.5,0,1,10-,0,1005.6,0,1,6.1
2024/1/10 19:00,愛知,名古屋,7,55,5.2,北北西,112.5,0,1,,0,1006.2,0,1,5.5
2024/1/10 20:00,愛知,名古屋,6.6,54,4.3,北,90,0,1,,0,1006.3,0,1,5.3
2024/1/10 21:00,愛知,名古屋,5.7,58,4.4,北,90,0,1,1,0,1006,0,1,5.3
2024/1/10 22:00,愛知,名古屋,5.2,59,4.5,北,90,0,1,,0,1006,0,1,5.2
2024/1/10 23:00,愛知,名古屋,5,59,4.9,北,90,0,1,,0,1006,0,1,5.1
2024/1/11 0:00,愛知,名古屋,4.2,62,4.2,北北西,112.5,0,1,,0,1005.5,0,1,5.1
2024/1/11 1:00,愛知,名古屋,3.6,76,4.6,北北西,112.5,0,1,,0,1005.2,0,1,6
2024/1/11 2:00,愛知,名古屋,3.7,65,3.9,北北西,112.5,0,1,,0,1004.8,0,1,5.2
2024/1/11 3:00,愛知,名古屋,3.6,66,3.9,北北西,112.5,0,1,10-,0,1004.7,0,1,5.2
2024/1/11 4:00,愛知,名古屋,3.2,70,5.2,北北西,112.5,0,1,,0,1003.5,0,1,5.4
2024/1/11 5:00,愛知,名古屋,3.6,64,3.3,北北西,112.5,0,1,,0,1003.9,0,1,5.1
2024/1/11 6:00,愛知,名古屋,3.9,60,2.9,北北西,112.5,0,1,10-,0,1004.6,0,1,4.8
2024/1/11 7:00,愛知,名古屋,3.9,57,3,北北西,112.5,0,1,,0,1005,0,1,4.6
2024/1/11 8:00,愛知,名古屋,3.9,62,0.9,北北東,67.5,0,1,,0.03,1005.5,0,0,5
2024/1/11 9:00,愛知,名古屋,4,65,1.5,北北西,112.5,0,1,10-,0.17,1006.1,0,0,5.3
2024/1/11 10:00,愛知,名古屋,4.6,62,1.6,北,90,0,1,,0.35,1006.4,0,0,5.3
2024/1/11 11:00,愛知,名古屋,5.8,56,1.9,北北東,67.5,0,1,,0.6,1006.4,0,0,5.2
2024/1/11 12:00,愛知,名古屋,6.5,52,1.3,北西,135,0,1,9,0.86,1005.8,0,0,5
2024/1/11 13:00,愛知,名古屋,7.9,47,3.3,北北西,112.5,0,1,,1.16,1005.3,0.3,0,5
2024/1/11 14:00,愛知,名古屋,9.7,39,3.9,北北西,112.5,0,1,,1.27,1005.2,0.7,0,4.7
2024/1/11 15:00,愛知,名古屋,10.9,36,3.5,北西,135,0,1,3,1.51,1005,1,0,4.7
2024/1/11 16:00,愛知,名古屋,9.7,41,3.4,北西,135,0,1,,0.82,1005.4,1,0,4.9
2024/1/11 17:00,愛知,名古屋,8.6,45,3.6,西北西,157.5,0,1,,0.26,1005.9,0.9,0,5
2024/1/11 18:00,愛知,名古屋,7.5,52,3.3,西北西,157.5,0,1,0,0,1006.8,0,1,5.4
2024/1/11 19:00,愛知,名古屋,6.4,60,3,北北西,112.5,0,1,,0,1007.1,0,1,5.8
2024/1/11 20:00,愛知,名古屋,5.6,67,2.6,北西,135,0,1,,0,1007.6,0,1,6.1
2024/1/11 21:00,愛知,名古屋,4.6,69,1.8,北北西,112.5,0,1,0,0,1008.1,0,1,5.9
2024/1/11 22:00,愛知,名古屋,3.9,70,1.8,北北東,67.5,0,1,,0,1008,0,1,5.7
2024/1/11 23:00,愛知,名古屋,2.2,81,1,北,90,0,1,,0,1008.1,0,1,5.8
2024/1/12 0:00,愛知,名古屋,2,82,1.5,北,90,0,1,,0,1008.5,0,1,5.8
2024/1/12 1:00,愛知,名古屋,1.7,80,0.9,東,0,0,1,,0,1008.6,0,1,5.5
2024/1/12 2:00,愛知,名古屋,1.9,73,1.8,東北東,22.5,0,1,,0,1008.3,0,1,5.1
2024/1/12 3:00,愛知,名古屋,1.1,77,0.7,北北西,112.5,0,1,0,0,1008.2,0,1,5.1
2024/1/12 4:00,愛知,名古屋,0.6,80,1.2,北北東,67.5,0,1,,0,1008,0,1,5.1
2024/1/12 5:00,愛知,名古屋,0.1,81,2,東北東,22.5,0,1,,0,1007.6,0,1,5
2024/1/12 6:00,愛知,名古屋,0.1,79,1,北東,45,0,1,4,0,1007.9,0,1,4.9
2024/1/12 7:00,愛知,名古屋,0.7,76,1.5,北北東,67.5,0,1,,0,1008.1,0,1,4.9
2024/1/12 8:00,愛知,名古屋,1.8,71,0.7,東北東,22.5,0,1,,0.11,1008.4,0,0,4.9
2024/1/12 9:00,愛知,名古屋,3.1,72,1.4,北,90,0,1,10-,0.44,1008.6,0.1,0,5.5
2024/1/12 10:00,愛知,名古屋,4.3,65,1.6,北北西,112.5,0,1,,0.53,1008.3,0,0,5.4
2024/1/12 11:00,愛知,名古屋,6.9,59,1.1,北北西,112.5,0,1,,0.9,1007.3,0.1,0,5.9
2024/1/12 12:00,愛知,名古屋,8.3,56,2.2,北,90,0,1,3,1.75,1006.2,0.7,0,6.1
2024/1/12 13:00,愛知,名古屋,10.6,51,2.7,北北西,112.5,0,1,,2.07,1005.8,1,0,6.5
2024/1/12 14:00,愛知,名古屋,10.7,52,1.6,北西,135,0,1,,1.81,1005.5,1,0,6.7
2024/1/12 15:00,愛知,名古屋,11.5,50,3.8,北西,135,0,1,5,1.38,1005.6,1,0,6.8
2024/1/12 16:00,愛知,名古屋,10.4,55,6,北西,135,0,1,,0.42,1005.8,0.1,0,6.9
2024/1/12 17:00,愛知,名古屋,9.3,60,4.5,北,90,0,1,,0.12,1006.1,0.1,0,7
2024/1/12 18:00,愛知,名古屋,8.6,63,3.6,北,90,0,1,9,0,1006.4,0,1,7
2024/1/12 19:00,愛知,名古屋,8.1,68,3.1,北,90,0,1,,0,1006.5,0,1,7.3
2024/1/12 20:00,愛知,名古屋,7.8,71,4,北北西,112.5,0,1,,0,1006.7,0,1,7.5
2024/1/12 21:00,愛知,名古屋,7.4,75,3.8,北北西,112.5,0,1,8,0,1006.9,0,1,7.7
2024/1/12 22:00,愛知,名古屋,7.6,72,4.7,北北西,112.5,0,1,,0,1006.9,0,1,7.5
2024/1/12 23:00,愛知,名古屋,7.4,74,2.9,北北西,112.5,0,1,,0,1007.2,0,1,7.6
2024/1/13 0:00,愛知,名古屋,7.7,70,3.1,西北西,157.5,0,0,,0,1006.8,0,1,7.4
2024/1/13 1:00,愛知,名古屋,7.2,74,3.2,北北西,112.5,0,0,,0,1006.6,0,1,7.5
2024/1/13 2:00,愛知,名古屋,7.2,72,3.3,北北西,112.5,0,0,,0,1006.6,0,1,7.3
2024/1/13 3:00,愛知,名古屋,7.3,67,4.3,北西,135,0,1,10-,0,1006.3,0,1,6.9
2024/1/13 4:00,愛知,名古屋,6.1,79,2.6,北北西,112.5,0,0,,0,1006.1,0,1,7.4
2024/1/13 5:00,愛知,名古屋,6,78,2.4,北北西,112.5,0,0,,0,1006.3,0,1,7.3
2024/1/13 6:00,愛知,名古屋,6.1,78,2.3,北北西,112.5,0,1,10-,0,1006.7,0,1,7.3
2024/1/13 7:00,愛知,名古屋,5.4,82,2.1,北西,135,0,1,,0,1007,0,1,7.4
2024/1/13 8:00,愛知,名古屋,5.7,81,2,北北東,67.5,0,0,,0.03,1007.1,0,0,7.4
2024/1/13 9:00,愛知,名古屋,5.8,81,2.6,北,90,0,0,10-,0.18,1007.4,0,0,7.5
2024/1/13 10:00,愛知,名古屋,6.5,76,2,北,90,0,1,,0.85,1007.2,0.3,0,7.4
2024/1/13 11:00,愛知,名古屋,8.8,68,2.7,北北西,112.5,0,0,,1.19,1006.4,0.5,0,7.7
2024/1/13 12:00,愛知,名古屋,8.6,68,2.6,北北西,112.5,0,0,8,0.94,1005.5,0.1,0,7.6
2024/1/13 13:00,愛知,名古屋,7.6,81,4,西北西,157.5,0,0,,0.27,1005.4,0,0,8.5
2024/1/13 14:00,愛知,名古屋,7.6,68,8.6,西北西,157.5,0,0,,0.78,1005.5,0.1,0,7.1
2024/1/13 15:00,愛知,名古屋,5.6,86,5.6,西北西,157.5,0,0,7,0.71,1006.9,0.2,0,7.8
2024/1/13 16:00,愛知,名古屋,6.3,67,7.8,北西,135,0,0,,0.73,1008.2,0.7,0,6.4
2024/1/13 17:00,愛知,名古屋,4.2,65,9.8,北北西,112.5,0,1,,0.21,1010.1,0.6,0,5.4
2024/1/13 18:00,愛知,名古屋,2.7,74,7.8,北北西,112.5,0,1,1,0,1012,0,1,5.5
2024/1/13 19:00,愛知,名古屋,2.3,70,6.7,北北西,112.5,0,1,,0,1013.2,0,1,5
2024/1/13 20:00,愛知,名古屋,1.7,66,8.7,北西,135,0,1,,0,1014.5,0,1,4.6
2024/1/13 21:00,愛知,名古屋,1.5,63,6.5,北北西,112.5,0,1,1,0,1015.8,0,1,4.3
2024/1/13 22:00,愛知,名古屋,1,68,4.2,北北西,112.5,0,1,,0,1016.9,0,1,4.5
2024/1/13 23:00,愛知,名古屋,0.9,65,4.5,北北西,112.5,0,1,,0,1017.4,0,1,4.2
2024/1/14 0:00,愛知,名古屋,0.7,66,4.6,北,90,0,1,,0,1016.8,0,1,4.2
2024/1/14 1:00,愛知,名古屋,0.5,65,4,北,90,0,1,,0,1016.8,0,1,4.1
2024/1/14 2:00,愛知,名古屋,0.3,63,3.5,北北西,112.5,0,1,,0,1016.7,0,1,3.9
2024/1/14 3:00,愛知,名古屋,-0.1,66,2.4,北北西,112.5,0,1,0,0,1016.9,0,1,4
2024/1/14 4:00,愛知,名古屋,-0.4,66,1.1,北西,135,0,1,,0,1017.5,0,1,3.9
2024/1/14 5:00,愛知,名古屋,-1,68,1.7,東南東,337.5,0,1,,0,1018,0,1,3.9
2024/1/14 6:00,愛知,名古屋,-1.2,68,0.6,東,0,0,1,0,0,1018.5,0,1,3.8
2024/1/14 7:00,愛知,名古屋,-0.9,70,0.8,北,90,0,1,,0,1019.4,0,1,4
2024/1/14 8:00,愛知,名古屋,-0.4,67,2.3,北北東,67.5,0,1,,0.23,1020.1,0.8,0,4
2024/1/14 9:00,愛知,名古屋,1.1,59,1.7,北,90,0,1,0,0.86,1020.5,1,0,3.9
2024/1/14 10:00,愛知,名古屋,3.5,46,3.6,北北東,67.5,0,1,,1.48,1020,1,0,3.6
2024/1/14 11:00,愛知,名古屋,5.5,43,2.5,北北西,112.5,0,1,,1.94,1019,1,0,3.9
2024/1/14 12:00,愛知,名古屋,6.4,40,2.1,北西,135,0,1,0+,2.19,1017.6,1,0,3.8
2024/1/14 13:00,愛知,名古屋,7,37,1,南,270,0,1,,2.19,1016.3,1,0,3.7
2024/1/14 14:00,愛知,名古屋,8.8,33,2,西南西,202.5,0,1,,1.97,1015.7,1,0,3.7
2024/1/14 15:00,愛知,名古屋,8.6,31,2.3,南,270,0,1,0+,1.51,1015.1,1,0,3.5
2024/1/14 16:00,愛知,名古屋,8.3,38,2.4,南南西,247.5,0,1,,0.88,1014.7,1,0,4.2
2024/1/14 17:00,愛知,名古屋,7.7,42,1.9,南南西,247.5,0,1,,0.24,1014.2,0.8,0,4.4
2024/1/14 18:00,愛知,名古屋,6.3,46,0.7,西北西,157.5,0,1,1,0,1014.4,0,1,4.4
2024/1/14 19:00,愛知,名古屋,4.5,58,1.2,北,90,0,1,,0,1013.9,0,1,4.9
2024/1/14 20:00,愛知,名古屋,5.6,51,1.8,北,90,0,1,,0,1013.7,0,1,4.6
2024/1/14 21:00,愛知,名古屋,4.8,52,2,北東,45,0,1,6,0,1012.8,0,1,4.5
2024/1/14 22:00,愛知,名古屋,4,59,2,北,90,0,1,,0,1012.1,0,1,4.8
2024/1/14 23:00,愛知,名古屋,3.6,62,1.4,北,90,0,1,,0,1011.5,0,1,4.9
2024/1/15 0:00,愛知,名古屋,3,66,1.4,南,270,0,1,,0,1010.3,0,1,5
